,Inputs,Directions,Energy
0,HHHHP,SRRRL,1
1,HHHHP,SRRRF,1
2,HHHHP,SRRLR,0
3,HHHHP,SRRLL,0
4,HHHHP,SRRLF,0
5,HHHHP,SRRFR,0
6,HHHHP,SRRFL,0
7,HHHHP,SRRFF,0
8,HHHHP,SRLRR,0
9,HHHHP,SRLRL,0
10,HHHHP,SRLRF,0
11,HHHHP,SRLLR,1
12,HHHHP,SRLLF,1
13,HHHHP,SRLFR,0
14,HHHHP,SRLFL,0
15,HHHHP,SRLFF,0
16,HHHHP,SRFRR,0
17,HHHHP,SRFRL,0
18,HHHHP,SRFRF,0
19,HHHHP,SRFLR,0
20,HHHHP,SRFLL,0
21,HHHHP,SRFLF,0
22,HHHHP,SRFFR,0
23,HHHHP,SRFFL,0
24,HHHHP,SRFFF,0
25,HHHHP,SLRRL,1
26,HHHHP,SLRRF,1
27,HHHHP,SLRLR,0
28,HHHHP,SLRLL,0
29,HHHHP,SLRLF,0
30,HHHHP,SLRFR,0
31,HHHHP,SLRFL,0
32,HHHHP,SLRFF,0
33,HHHHP,SLLRR,0
34,HHHHP,SLLRL,0
35,HHHHP,SLLRF,0
36,HHHHP,SLLLR,1
37,HHHHP,SLLLF,1
38,HHHHP,SLLFR,0
39,HHHHP,SLLFL,0
40,HHHHP,SLLFF,0
41,HHHHP,SLFRR,0
42,HHHHP,SLFRL,0
43,HHHHP,SLFRF,0
44,HHHHP,SLFLR,0
45,HHHHP,SLFLL,0
46,HHHHP,SLFLF,0
47,HHHHP,SLFFR,0
48,HHHHP,SLFFL,0
49,HHHHP,SLFFF,0
50,HHHHP,SFRRL,1
51,HHHHP,SFRRF,1
52,HHHHP,SFRLR,0
53,HHHHP,SFRLL,0
54,HHHHP,SFRLF,0
55,HHHHP,SFRFR,0
56,HHHHP,SFRFL,0
57,HHHHP,SFRFF,0
58,HHHHP,SFLRR,0
59,HHHHP,SFLRL,0
60,HHHHP,SFLRF,0
61,HHHHP,SFLLR,1
62,HHHHP,SFLLF,1
63,HHHHP,SFLFR,0
64,HHHHP,SFLFL,0
65,HHHHP,SFLFF,0
66,HHHHP,SFFRR,0
67,HHHHP,SFFRL,0
68,HHHHP,SFFRF,0
69,HHHHP,SFFLR,0
70,HHHHP,SFFLL,0
71,HHHHP,SFFLF,0
72,HHHHP,SFFFR,0
73,HHHHP,SFFFL,0
74,HHHHP,SFFFF,0
75,HHHPH,SRRRL,0
76,HHHPH,SRRRF,0
77,HHHPH,SRRLR,0
78,HHHPH,SRRLL,1
79,HHHPH,SRRLF,0
80,HHHPH,SRRFR,0
81,HHHPH,SRRFL,0
82,HHHPH,SRRFF,0
83,HHHPH,SRLRR,1
84,HHHPH,SRLRL,0
85,HHHPH,SRLRF,0
86,HHHPH,SRLLR,0
87,HHHPH,SRLLF,0
88,HHHPH,SRLFR,0
89,HHHPH,SRLFL,0
90,HHHPH,SRLFF,0
91,HHHPH,SRFRR,1
92,HHHPH,SRFRL,0
93,HHHPH,SRFRF,0
94,HHHPH,SRFLR,0
95,HHHPH,SRFLL,1
96,HHHPH,SRFLF,0
97,HHHPH,SRFFR,0
98,HHHPH,SRFFL,0
99,HHHPH,SRFFF,0
100,HHHPH,SLRRL,0
101,HHHPH,SLRRF,0
102,HHHPH,SLRLR,0
103,HHHPH,SLRLL,1
104,HHHPH,SLRLF,0
105,HHHPH,SLRFR,0
106,HHHPH,SLRFL,0
107,HHHPH,SLRFF,0
108,HHHPH,SLLRR,1
109,HHHPH,SLLRL,0
110,HHHPH,SLLRF,0
111,HHHPH,SLLLR,0
112,HHHPH,SLLLF,0
113,HHHPH,SLLFR,0
114,HHHPH,SLLFL,0
115,HHHPH,SLLFF,0
116,HHHPH,SLFRR,1
117,HHHPH,SLFRL,0
118,HHHPH,SLFRF,0
119,HHHPH,SLFLR,0
120,HHHPH,SLFLL,1
121,HHHPH,SLFLF,0
122,HHHPH,SLFFR,0
123,HHHPH,SLFFL,0
124,HHHPH,SLFFF,0
125,HHHPH,SFRRL,0
126,HHHPH,SFRRF,0
127,HHHPH,SFRLR,0
128,HHHPH,SFRLL,1
129,HHHPH,SFRLF,0
130,HHHPH,SFRFR,0
131,HHHPH,SFRFL,0
132,HHHPH,SFRFF,0
133,HHHPH,SFLRR,1
134,HHHPH,SFLRL,0
135,HHHPH,SFLRF,0
136,HHHPH,SFLLR,0
137,HHHPH,SFLLF,0
138,HHHPH,SFLFR,0
139,HHHPH,SFLFL,0
140,HHHPH,SFLFF,0
141,HHHPH,SFFRR,1
142,HHHPH,SFFRL,0
143,HHHPH,SFFRF,0
144,HHHPH,SFFLR,0
145,HHHPH,SFFLL,1
146,HHHPH,SFFLF,0
147,HHHPH,SFFFR,0
148,HHHPH,SFFFL,0
149,HHHPH,SFFFF,0
150,HHHPP,SRRRL,0
151,HHHPP,SRRRF,0
152,HHHPP,SRRLR,0
153,HHHPP,SRRLL,0
154,HHHPP,SRRLF,0
155,HHHPP,SRRFR,0
156,HHHPP,SRRFL,0
157,HHHPP,SRRFF,0
158,HHHPP,SRLRR,0
159,HHHPP,SRLRL,0
160,HHHPP,SRLRF,0
161,HHHPP,SRLLR,0
162,HHHPP,SRLLF,0
163,HHHPP,SRLFR,0
164,HHHPP,SRLFL,0
165,HHHPP,SRLFF,0
166,HHHPP,SRFRR,0
167,HHHPP,SRFRL,0
168,HHHPP,SRFRF,0
169,HHHPP,SRFLR,0
170,HHHPP,SRFLL,0
171,HHHPP,SRFLF,0
172,HHHPP,SRFFR,0
173,HHHPP,SRFFL,0
174,HHHPP,SRFFF,0
175,HHHPP,SLRRL,0
176,HHHPP,SLRRF,0
177,HHHPP,SLRLR,0
178,HHHPP,SLRLL,0
179,HHHPP,SLRLF,0
180,HHHPP,SLRFR,0
181,HHHPP,SLRFL,0
182,HHHPP,SLRFF,0
183,HHHPP,SLLRR,0
184,HHHPP,SLLRL,0
185,HHHPP,SLLRF,0
186,HHHPP,SLLLR,0
187,HHHPP,SLLLF,0
188,HHHPP,SLLFR,0
189,HHHPP,SLLFL,0
190,HHHPP,SLLFF,0
191,HHHPP,SLFRR,0
192,HHHPP,SLFRL,0
193,HHHPP,SLFRF,0
194,HHHPP,SLFLR,0
195,HHHPP,SLFLL,0
196,HHHPP,SLFLF,0
197,HHHPP,SLFFR,0
198,HHHPP,SLFFL,0
199,HHHPP,SLFFF,0
200,HHHPP,SFRRL,0
201,HHHPP,SFRRF,0
202,HHHPP,SFRLR,0
203,HHHPP,SFRLL,0
204,HHHPP,SFRLF,0
205,HHHPP,SFRFR,0
206,HHHPP,SFRFL,0
207,HHHPP,SFRFF,0
208,HHHPP,SFLRR,0
209,HHHPP,SFLRL,0
210,HHHPP,SFLRF,0
211,HHHPP,SFLLR,0
212,HHHPP,SFLLF,0
213,HHHPP,SFLFR,0
214,HHHPP,SFLFL,0
215,HHHPP,SFLFF,0
216,HHHPP,SFFRR,0
217,HHHPP,SFFRL,0
218,HHHPP,SFFRF,0
219,HHHPP,SFFLR,0
220,HHHPP,SFFLL,0
221,HHHPP,SFFLF,0
222,HHHPP,SFFFR,0
223,HHHPP,SFFFL,0
224,HHHPP,SFFFF,0
225,HHPHH,SRRRL,1
226,HHPHH,SRRRF,1
227,HHPHH,SRRLR,0
228,HHPHH,SRRLL,1
229,HHPHH,SRRLF,0
230,HHPHH,SRRFR,0
231,HHPHH,SRRFL,0
232,HHPHH,SRRFF,0
233,HHPHH,SRLRR,1
234,HHPHH,SRLRL,0
235,HHPHH,SRLRF,0
236,HHPHH,SRLLR,1
237,HHPHH,SRLLF,1
238,HHPHH,SRLFR,0
239,HHPHH,SRLFL,0
240,HHPHH,SRLFF,0
241,HHPHH,SRFRR,1
242,HHPHH,SRFRL,0
243,HHPHH,SRFRF,0
244,HHPHH,SRFLR,0
245,HHPHH,SRFLL,1
246,HHPHH,SRFLF,0
247,HHPHH,SRFFR,0
248,HHPHH,SRFFL,0
249,HHPHH,SRFFF,0
250,HHPHH,SLRRL,1
251,HHPHH,SLRRF,1
252,HHPHH,SLRLR,0
253,HHPHH,SLRLL,1
254,HHPHH,SLRLF,0
255,HHPHH,SLRFR,0
256,HHPHH,SLRFL,0
257,HHPHH,SLRFF,0
258,HHPHH,SLLRR,1
259,HHPHH,SLLRL,0
260,HHPHH,SLLRF,0
261,HHPHH,SLLLR,1
262,HHPHH,SLLLF,1
263,HHPHH,SLLFR,0
264,HHPHH,SLLFL,0
265,HHPHH,SLLFF,0
266,HHPHH,SLFRR,1
267,HHPHH,SLFRL,0
268,HHPHH,SLFRF,0
269,HHPHH,SLFLR,0
270,HHPHH,SLFLL,1
271,HHPHH,SLFLF,0
272,HHPHH,SLFFR,0
273,HHPHH,SLFFL,0
274,HHPHH,SLFFF,0
275,HHPHH,SFRRL,1
276,HHPHH,SFRRF,1
277,HHPHH,SFRLR,0
278,HHPHH,SFRLL,1
279,HHPHH,SFRLF,0
280,HHPHH,SFRFR,0
281,HHPHH,SFRFL,0
282,HHPHH,SFRFF,0
283,HHPHH,SFLRR,1
284,HHPHH,SFLRL,0
285,HHPHH,SFLRF,0
286,HHPHH,SFLLR,1
287,HHPHH,SFLLF,1
288,HHPHH,SFLFR,0
289,HHPHH,SFLFL,0
290,HHPHH,SFLFF,0
291,HHPHH,SFFRR,1
292,HHPHH,SFFRL,0
293,HHPHH,SFFRF,0
294,HHPHH,SFFLR,0
295,HHPHH,SFFLL,1
296,HHPHH,SFFLF,0
297,HHPHH,SFFFR,0
298,HHPHH,SFFFL,0
299,HHPHH,SFFFF,0
300,HHPHP,SRRRL,1
301,HHPHP,SRRRF,1
302,HHPHP,SRRLR,0
303,HHPHP,SRRLL,0
304,HHPHP,SRRLF,0
305,HHPHP,SRRFR,0
306,HHPHP,SRRFL,0
307,HHPHP,SRRFF,0
308,HHPHP,SRLRR,0
309,HHPHP,SRLRL,0
310,HHPHP,SRLRF,0
311,HHPHP,SRLLR,1
312,HHPHP,SRLLF,1
313,HHPHP,SRLFR,0
314,HHPHP,SRLFL,0
315,HHPHP,SRLFF,0
316,HHPHP,SRFRR,0
317,HHPHP,SRFRL,0
318,HHPHP,SRFRF,0
319,HHPHP,SRFLR,0
320,HHPHP,SRFLL,0
321,HHPHP,SRFLF,0
322,HHPHP,SRFFR,0
323,HHPHP,SRFFL,0
324,HHPHP,SRFFF,0
325,HHPHP,SLRRL,1
326,HHPHP,SLRRF,1
327,HHPHP,SLRLR,0
328,HHPHP,SLRLL,0
329,HHPHP,SLRLF,0
330,HHPHP,SLRFR,0
331,HHPHP,SLRFL,0
332,HHPHP,SLRFF,0
333,HHPHP,SLLRR,0
334,HHPHP,SLLRL,0
335,HHPHP,SLLRF,0
336,HHPHP,SLLLR,1
337,HHPHP,SLLLF,1
338,HHPHP,SLLFR,0
339,HHPHP,SLLFL,0
340,HHPHP,SLLFF,0
341,HHPHP,SLFRR,0
342,HHPHP,SLFRL,0
343,HHPHP,SLFRF,0
344,HHPHP,SLFLR,0
345,HHPHP,SLFLL,0
346,HHPHP,SLFLF,0
347,HHPHP,SLFFR,0
348,HHPHP,SLFFL,0
349,HHPHP,SLFFF,0
350,HHPHP,SFRRL,1
351,HHPHP,SFRRF,1
352,HHPHP,SFRLR,0
353,HHPHP,SFRLL,0
354,HHPHP,SFRLF,0
355,HHPHP,SFRFR,0
356,HHPHP,SFRFL,0
357,HHPHP,SFRFF,0
358,HHPHP,SFLRR,0
359,HHPHP,SFLRL,0
360,HHPHP,SFLRF,0
361,HHPHP,SFLLR,1
362,HHPHP,SFLLF,1
363,HHPHP,SFLFR,0
364,HHPHP,SFLFL,0
365,HHPHP,SFLFF,0
366,HHPHP,SFFRR,0
367,HHPHP,SFFRL,0
368,HHPHP,SFFRF,0
369,HHPHP,SFFLR,0
370,HHPHP,SFFLL,0
371,HHPHP,SFFLF,0
372,HHPHP,SFFFR,0
373,HHPHP,SFFFL,0
374,HHPHP,SFFFF,0
375,HHPPH,SRRRL,0
376,HHPPH,SRRRF,0
377,HHPPH,SRRLR,0
378,HHPPH,SRRLL,1
379,HHPPH,SRRLF,0
380,HHPPH,SRRFR,0
381,HHPPH,SRRFL,0
382,HHPPH,SRRFF,0
383,HHPPH,SRLRR,1
384,HHPPH,SRLRL,0
385,HHPPH,SRLRF,0
386,HHPPH,SRLLR,0
387,HHPPH,SRLLF,0
388,HHPPH,SRLFR,0
389,HHPPH,SRLFL,0
390,HHPPH,SRLFF,0
391,HHPPH,SRFRR,1
392,HHPPH,SRFRL,0
393,HHPPH,SRFRF,0
394,HHPPH,SRFLR,0
395,HHPPH,SRFLL,1
396,HHPPH,SRFLF,0
397,HHPPH,SRFFR,0
398,HHPPH,SRFFL,0
399,HHPPH,SRFFF,0
400,HHPPH,SLRRL,0
401,HHPPH,SLRRF,0
402,HHPPH,SLRLR,0
403,HHPPH,SLRLL,1
404,HHPPH,SLRLF,0
405,HHPPH,SLRFR,0
406,HHPPH,SLRFL,0
407,HHPPH,SLRFF,0
408,HHPPH,SLLRR,1
409,HHPPH,SLLRL,0
410,HHPPH,SLLRF,0
411,HHPPH,SLLLR,0
412,HHPPH,SLLLF,0
413,HHPPH,SLLFR,0
414,HHPPH,SLLFL,0
415,HHPPH,SLLFF,0
416,HHPPH,SLFRR,1
417,HHPPH,SLFRL,0
418,HHPPH,SLFRF,0
419,HHPPH,SLFLR,0
420,HHPPH,SLFLL,1
421,HHPPH,SLFLF,0
422,HHPPH,SLFFR,0
423,HHPPH,SLFFL,0
424,HHPPH,SLFFF,0
425,HHPPH,SFRRL,0
426,HHPPH,SFRRF,0
427,HHPPH,SFRLR,0
428,HHPPH,SFRLL,1
429,HHPPH,SFRLF,0
430,HHPPH,SFRFR,0
431,HHPPH,SFRFL,0
432,HHPPH,SFRFF,0
433,HHPPH,SFLRR,1
434,HHPPH,SFLRL,0
435,HHPPH,SFLRF,0
436,HHPPH,SFLLR,0
437,HHPPH,SFLLF,0
438,HHPPH,SFLFR,0
439,HHPPH,SFLFL,0
440,HHPPH,SFLFF,0
441,HHPPH,SFFRR,1
442,HHPPH,SFFRL,0
443,HHPPH,SFFRF,0
444,HHPPH,SFFLR,0
445,HHPPH,SFFLL,1
446,HHPPH,SFFLF,0
447,HHPPH,SFFFR,0
448,HHPPH,SFFFL,0
449,HHPPH,SFFFF,0
450,HPHHH,SRRRL,1
451,HPHHH,SRRRF,1
452,HPHHH,SRRLR,0
453,HPHHH,SRRLL,0
454,HPHHH,SRRLF,0
455,HPHHH,SRRFR,0
456,HPHHH,SRRFL,0
457,HPHHH,SRRFF,0
458,HPHHH,SRLRR,0
459,HPHHH,SRLRL,0
460,HPHHH,SRLRF,0
461,HPHHH,SRLLR,1
462,HPHHH,SRLLF,1
463,HPHHH,SRLFR,0
464,HPHHH,SRLFL,0
465,HPHHH,SRLFF,0
466,HPHHH,SRFRR,0
467,HPHHH,SRFRL,0
468,HPHHH,SRFRF,0
469,HPHHH,SRFLR,0
470,HPHHH,SRFLL,0
471,HPHHH,SRFLF,0
472,HPHHH,SRFFR,0
473,HPHHH,SRFFL,0
474,HPHHH,SRFFF,0
475,HPHHH,SLRRL,1
476,HPHHH,SLRRF,1
477,HPHHH,SLRLR,0
478,HPHHH,SLRLL,0
479,HPHHH,SLRLF,0
480,HPHHH,SLRFR,0
481,HPHHH,SLRFL,0
482,HPHHH,SLRFF,0
483,HPHHH,SLLRR,0
484,HPHHH,SLLRL,0
485,HPHHH,SLLRF,0
486,HPHHH,SLLLR,1
487,HPHHH,SLLLF,1
488,HPHHH,SLLFR,0
489,HPHHH,SLLFL,0
490,HPHHH,SLLFF,0
491,HPHHH,SLFRR,0
492,HPHHH,SLFRL,0
493,HPHHH,SLFRF,0
494,HPHHH,SLFLR,0
495,HPHHH,SLFLL,0
496,HPHHH,SLFLF,0
497,HPHHH,SLFFR,0
498,HPHHH,SLFFL,0
499,HPHHH,SLFFF,0
500,HPHHH,SFRRL,1
501,HPHHH,SFRRF,1
502,HPHHH,SFRLR,0
503,HPHHH,SFRLL,0
504,HPHHH,SFRLF,0
505,HPHHH,SFRFR,0
506,HPHHH,SFRFL,0
507,HPHHH,SFRFF,0
508,HPHHH,SFLRR,0
509,HPHHH,SFLRL,0
510,HPHHH,SFLRF,0
511,HPHHH,SFLLR,1
512,HPHHH,SFLLF,1
513,HPHHH,SFLFR,0
514,HPHHH,SFLFL,0
515,HPHHH,SFLFF,0
516,HPHHH,SFFRR,0
517,HPHHH,SFFRL,0
518,HPHHH,SFFRF,0
519,HPHHH,SFFLR,0
520,HPHHH,SFFLL,0
521,HPHHH,SFFLF,0
522,HPHHH,SFFFR,0
523,HPHHH,SFFFL,0
524,HPHHH,SFFFF,0
525,HPHHP,SRRRL,1
526,HPHHP,SRRRF,1
527,HPHHP,SRRLR,0
528,HPHHP,SRRLL,0
529,HPHHP,SRRLF,0
530,HPHHP,SRRFR,0
531,HPHHP,SRRFL,0
532,HPHHP,SRRFF,0
533,HPHHP,SRLRR,0
534,HPHHP,SRLRL,0
535,HPHHP,SRLRF,0
536,HPHHP,SRLLR,1
537,HPHHP,SRLLF,1
538,HPHHP,SRLFR,0
539,HPHHP,SRLFL,0
540,HPHHP,SRLFF,0
541,HPHHP,SRFRR,0
542,HPHHP,SRFRL,0
543,HPHHP,SRFRF,0
544,HPHHP,SRFLR,0
545,HPHHP,SRFLL,0
546,HPHHP,SRFLF,0
547,HPHHP,SRFFR,0
548,HPHHP,SRFFL,0
549,HPHHP,SRFFF,0
550,HPHHP,SLRRL,1
551,HPHHP,SLRRF,1
552,HPHHP,SLRLR,0
553,HPHHP,SLRLL,0
554,HPHHP,SLRLF,0
555,HPHHP,SLRFR,0
556,HPHHP,SLRFL,0
557,HPHHP,SLRFF,0
558,HPHHP,SLLRR,0
559,HPHHP,SLLRL,0
560,HPHHP,SLLRF,0
561,HPHHP,SLLLR,1
562,HPHHP,SLLLF,1
563,HPHHP,SLLFR,0
564,HPHHP,SLLFL,0
565,HPHHP,SLLFF,0
566,HPHHP,SLFRR,0
567,HPHHP,SLFRL,0
568,HPHHP,SLFRF,0
569,HPHHP,SLFLR,0
570,HPHHP,SLFLL,0
571,HPHHP,SLFLF,0
572,HPHHP,SLFFR,0
573,HPHHP,SLFFL,0
574,HPHHP,SLFFF,0
575,HPHHP,SFRRL,1
576,HPHHP,SFRRF,1
577,HPHHP,SFRLR,0
578,HPHHP,SFRLL,0
579,HPHHP,SFRLF,0
580,HPHHP,SFRFR,0
581,HPHHP,SFRFL,0
582,HPHHP,SFRFF,0
583,HPHHP,SFLRR,0
584,HPHHP,SFLRL,0
585,HPHHP,SFLRF,0
586,HPHHP,SFLLR,1
587,HPHHP,SFLLF,1
588,HPHHP,SFLFR,0
589,HPHHP,SFLFL,0
590,HPHHP,SFLFF,0
591,HPHHP,SFFRR,0
592,HPHHP,SFFRL,0
593,HPHHP,SFFRF,0
594,HPHHP,SFFLR,0
595,HPHHP,SFFLL,0
596,HPHHP,SFFLF,0
597,HPHHP,SFFFR,0
598,HPHHP,SFFFL,0
599,HPHHP,SFFFF,0
600,HPHPH,SRRRL,0
601,HPHPH,SRRRF,0
602,HPHPH,SRRLR,0
603,HPHPH,SRRLL,0
604,HPHPH,SRRLF,0
605,HPHPH,SRRFR,0
606,HPHPH,SRRFL,0
607,HPHPH,SRRFF,0
608,HPHPH,SRLRR,0
609,HPHPH,SRLRL,0
610,HPHPH,SRLRF,0
611,HPHPH,SRLLR,0
612,HPHPH,SRLLF,0
613,HPHPH,SRLFR,0
614,HPHPH,SRLFL,0
615,HPHPH,SRLFF,0
616,HPHPH,SRFRR,0
617,HPHPH,SRFRL,0
618,HPHPH,SRFRF,0
619,HPHPH,SRFLR,0
620,HPHPH,SRFLL,0
621,HPHPH,SRFLF,0
622,HPHPH,SRFFR,0
623,HPHPH,SRFFL,0
624,HPHPH,SRFFF,0
625,HPHPH,SLRRL,0
626,HPHPH,SLRRF,0
627,HPHPH,SLRLR,0
628,HPHPH,SLRLL,0
629,HPHPH,SLRLF,0
630,HPHPH,SLRFR,0
631,HPHPH,SLRFL,0
632,HPHPH,SLRFF,0
633,HPHPH,SLLRR,0
634,HPHPH,SLLRL,0
635,HPHPH,SLLRF,0
636,HPHPH,SLLLR,0
637,HPHPH,SLLLF,0
638,HPHPH,SLLFR,0
639,HPHPH,SLLFL,0
640,HPHPH,SLLFF,0
641,HPHPH,SLFRR,0
642,HPHPH,SLFRL,0
643,HPHPH,SLFRF,0
644,HPHPH,SLFLR,0
645,HPHPH,SLFLL,0
646,HPHPH,SLFLF,0
647,HPHPH,SLFFR,0
648,HPHPH,SLFFL,0
649,HPHPH,SLFFF,0
650,HPHPH,SFRRL,0
651,HPHPH,SFRRF,0
652,HPHPH,SFRLR,0
653,HPHPH,SFRLL,0
654,HPHPH,SFRLF,0
655,HPHPH,SFRFR,0
656,HPHPH,SFRFL,0
657,HPHPH,SFRFF,0
658,HPHPH,SFLRR,0
659,HPHPH,SFLRL,0
660,HPHPH,SFLRF,0
661,HPHPH,SFLLR,0
662,HPHPH,SFLLF,0
663,HPHPH,SFLFR,0
664,HPHPH,SFLFL,0
665,HPHPH,SFLFF,0
666,HPHPH,SFFRR,0
667,HPHPH,SFFRL,0
668,HPHPH,SFFRF,0
669,HPHPH,SFFLR,0
670,HPHPH,SFFLL,0
671,HPHPH,SFFLF,0
672,HPHPH,SFFFR,0
673,HPHPH,SFFFL,0
674,HPHPH,SFFFF,0
675,HPPHH,SRRRL,1
676,HPPHH,SRRRF,1
677,HPPHH,SRRLR,0
678,HPPHH,SRRLL,0
679,HPPHH,SRRLF,0
680,HPPHH,SRRFR,0
681,HPPHH,SRRFL,0
682,HPPHH,SRRFF,0
683,HPPHH,SRLRR,0
684,HPPHH,SRLRL,0
685,HPPHH,SRLRF,0
686,HPPHH,SRLLR,1
687,HPPHH,SRLLF,1
688,HPPHH,SRLFR,0
689,HPPHH,SRLFL,0
690,HPPHH,SRLFF,0
691,HPPHH,SRFRR,0
692,HPPHH,SRFRL,0
693,HPPHH,SRFRF,0
694,HPPHH,SRFLR,0
695,HPPHH,SRFLL,0
696,HPPHH,SRFLF,0
697,HPPHH,SRFFR,0
698,HPPHH,SRFFL,0
699,HPPHH,SRFFF,0
700,HPPHH,SLRRL,1
701,HPPHH,SLRRF,1
702,HPPHH,SLRLR,0
703,HPPHH,SLRLL,0
704,HPPHH,SLRLF,0
705,HPPHH,SLRFR,0
706,HPPHH,SLRFL,0
707,HPPHH,SLRFF,0
708,HPPHH,SLLRR,0
709,HPPHH,SLLRL,0
710,HPPHH,SLLRF,0
711,HPPHH,SLLLR,1
712,HPPHH,SLLLF,1
713,HPPHH,SLLFR,0
714,HPPHH,SLLFL,0
715,HPPHH,SLLFF,0
716,HPPHH,SLFRR,0
717,HPPHH,SLFRL,0
718,HPPHH,SLFRF,0
719,HPPHH,SLFLR,0
720,HPPHH,SLFLL,0
721,HPPHH,SLFLF,0
722,HPPHH,SLFFR,0
723,HPPHH,SLFFL,0
724,HPPHH,SLFFF,0
725,HPPHH,SFRRL,1
726,HPPHH,SFRRF,1
727,HPPHH,SFRLR,0
728,HPPHH,SFRLL,0
729,HPPHH,SFRLF,0
730,HPPHH,SFRFR,0
731,HPPHH,SFRFL,0
732,HPPHH,SFRFF,0
733,HPPHH,SFLRR,0
734,HPPHH,SFLRL,0
735,HPPHH,SFLRF,0
736,HPPHH,SFLLR,1
737,HPPHH,SFLLF,1
738,HPPHH,SFLFR,0
739,HPPHH,SFLFL,0
740,HPPHH,SFLFF,0
741,HPPHH,SFFRR,0
742,HPPHH,SFFRL,0
743,HPPHH,SFFRF,0
744,HPPHH,SFFLR,0
745,HPPHH,SFFLL,0
746,HPPHH,SFFLF,0
747,HPPHH,SFFFR,0
748,HPPHH,SFFFL,0
749,HPPHH,SFFFF,0
750,PHHHH,SRRRL,0
751,PHHHH,SRRRF,0
752,PHHHH,SRRLR,0
753,PHHHH,SRRLL,1
754,PHHHH,SRRLF,0
755,PHHHH,SRRFR,0
756,PHHHH,SRRFL,0
757,PHHHH,SRRFF,0
758,PHHHH,SRLRR,1
759,PHHHH,SRLRL,0
760,PHHHH,SRLRF,0
761,PHHHH,SRLLR,0
762,PHHHH,SRLLF,0
763,PHHHH,SRLFR,0
764,PHHHH,SRLFL,0
765,PHHHH,SRLFF,0
766,PHHHH,SRFRR,1
767,PHHHH,SRFRL,0
768,PHHHH,SRFRF,0
769,PHHHH,SRFLR,0
770,PHHHH,SRFLL,1
771,PHHHH,SRFLF,0
772,PHHHH,SRFFR,0
773,PHHHH,SRFFL,0
774,PHHHH,SRFFF,0
775,PHHHH,SLRRL,0
776,PHHHH,SLRRF,0
777,PHHHH,SLRLR,0
778,PHHHH,SLRLL,1
779,PHHHH,SLRLF,0
780,PHHHH,SLRFR,0
781,PHHHH,SLRFL,0
782,PHHHH,SLRFF,0
783,PHHHH,SLLRR,1
784,PHHHH,SLLRL,0
785,PHHHH,SLLRF,0
786,PHHHH,SLLLR,0
787,PHHHH,SLLLF,0
788,PHHHH,SLLFR,0
789,PHHHH,SLLFL,0
790,PHHHH,SLLFF,0
791,PHHHH,SLFRR,1
792,PHHHH,SLFRL,0
793,PHHHH,SLFRF,0
794,PHHHH,SLFLR,0
795,PHHHH,SLFLL,1
796,PHHHH,SLFLF,0
797,PHHHH,SLFFR,0
798,PHHHH,SLFFL,0
799,PHHHH,SLFFF,0
800,PHHHH,SFRRL,0
801,PHHHH,SFRRF,0
802,PHHHH,SFRLR,0
803,PHHHH,SFRLL,1
804,PHHHH,SFRLF,0
805,PHHHH,SFRFR,0
806,PHHHH,SFRFL,0
807,PHHHH,SFRFF,0
808,PHHHH,SFLRR,1
809,PHHHH,SFLRL,0
810,PHHHH,SFLRF,0
811,PHHHH,SFLLR,0
812,PHHHH,SFLLF,0
813,PHHHH,SFLFR,0
814,PHHHH,SFLFL,0
815,PHHHH,SFLFF,0
816,PHHHH,SFFRR,1
817,PHHHH,SFFRL,0
818,PHHHH,SFFRF,0
819,PHHHH,SFFLR,0
820,PHHHH,SFFLL,1
821,PHHHH,SFFLF,0
822,PHHHH,SFFFR,0
823,PHHHH,SFFFL,0
824,PHHHH,SFFFF,0
825,PHHHP,SRRRL,0
826,PHHHP,SRRRF,0
827,PHHHP,SRRLR,0
828,PHHHP,SRRLL,0
829,PHHHP,SRRLF,0
830,PHHHP,SRRFR,0
831,PHHHP,SRRFL,0
832,PHHHP,SRRFF,0
833,PHHHP,SRLRR,0
834,PHHHP,SRLRL,0
835,PHHHP,SRLRF,0
836,PHHHP,SRLLR,0
837,PHHHP,SRLLF,0
838,PHHHP,SRLFR,0
839,PHHHP,SRLFL,0
840,PHHHP,SRLFF,0
841,PHHHP,SRFRR,0
842,PHHHP,SRFRL,0
843,PHHHP,SRFRF,0
844,PHHHP,SRFLR,0
845,PHHHP,SRFLL,0
846,PHHHP,SRFLF,0
847,PHHHP,SRFFR,0
848,PHHHP,SRFFL,0
849,PHHHP,SRFFF,0
850,PHHHP,SLRRL,0
851,PHHHP,SLRRF,0
852,PHHHP,SLRLR,0
853,PHHHP,SLRLL,0
854,PHHHP,SLRLF,0
855,PHHHP,SLRFR,0
856,PHHHP,SLRFL,0
857,PHHHP,SLRFF,0
858,PHHHP,SLLRR,0
859,PHHHP,SLLRL,0
860,PHHHP,SLLRF,0
861,PHHHP,SLLLR,0
862,PHHHP,SLLLF,0
863,PHHHP,SLLFR,0
864,PHHHP,SLLFL,0
865,PHHHP,SLLFF,0
866,PHHHP,SLFRR,0
867,PHHHP,SLFRL,0
868,PHHHP,SLFRF,0
869,PHHHP,SLFLR,0
870,PHHHP,SLFLL,0
871,PHHHP,SLFLF,0
872,PHHHP,SLFFR,0
873,PHHHP,SLFFL,0
